no,ELE,SLP,TMP,PPT,AREA
AT_0000174,1296.05,4.81,6.58,1320.59,6214
AT_0000176,1745.68,5.44,4.39,1709.42,377.9
AT_0000178,1787.37,5.68,4.4,1767.34,77.1
AU_0000026,358.9159886,2.909157827,25.68397502,2093.658462,243.5202712
AU_0000029,694.7470296,4.28206,24.53888908,3022.312821,19.26184417
AU_0000030,364.2003677,4.4342,24.53888908,2435.694872,18.24074451
AU_0000037,945.8224487,4.12717,22.876069,2350.194872,17.96538599
AU_0000038,813.0815348,1.209838033,22.41410285,1776.34359,51.21610889
AU_0000039,728.7190145,0.577885,22.876069,2206.441026,20.40101051
AU_0000040,652.2157062,1.255363589,22.86678505,1759.636733,1260.971934
AU_0000083,76.41063377,1.319126791,24.08824754,1100.804487,160.4782343
AU_0000127,342.4971743,3.885700886,21.8891942,1584.835385,347.0155474
AU_0000140,166.0543821,1.082866762,21.88531739,699.8892552,498.2744163
AU_0000166,318.3585182,0.870917678,21.66816257,728.0788462,63.79179879
AU_0000191,593.9810937,2.455821153,19.86423096,597.0965385,380.529054
AU_0000193,135.4215141,0.888134837,11.96474371,1254.828974,65.33097331
AU_0000209,331.3691156,0.700455266,20.40785457,708.2791206,30672.32379
AU_0000210,197.4741588,1.321765326,20.89647293,800.2589286,692.3395964
AU_0000212,245.2067359,1.433344955,21.30256413,793.8144231,155.3707496
AU_0000221,313.3366738,0.642139318,20.92751112,699.1424385,430.8188076
AU_0000226,462.4729055,0.863841259,18.37603784,743.5034493,1367.161417
AU_0000233,391.6949436,0.597359783,19.55785795,661.8983158,5244.735005
AU_0000253,436.3938163,0.45601,19.05192326,1482.84359,19.45703519
AU_0000256,277.8535156,1.45238,19.05192326,1481.991026,28.84689938
AU_0000296,459.09011,1.004442306,18.37490043,756.4484615,963.4806915
AU_0000307,398.3234905,2.033381082,18.27165203,758.7275458,377.7089471
AU_0000311,322.718422,1.718544163,18.33524068,769.5584592,2531.969177
AU_0000315,271.4700414,2.000735172,18.05213669,807.7918803,460.2516549
AU_0000317,405.8975439,2.019871246,18.0258121,725.3196581,165.4613184
AU_0000323,99.00175476,1.03902,20.54850466,1460.653846,18.7540939
AU_0000345,154.2259019,1.75149,18.92670988,1555.455128,37.88408894
AU_0000377,465.0937503,3.032304928,11.19561005,749.4015929,522.4719044
AU_0000420,341.4452473,2.46247105,18.5306017,1236.161139,896.0190541
AU_0000446,739.703206,1.500753988,16.78127272,1447.871067,1692.138596
AU_0000469,1087.472107,1.055910105,13.96506407,767.8009615,93.3155166
AU_0000472,1327.256458,0.50846752,13.75085486,930.6527778,119.6320682
AU_0000473,1144.805196,1.623989344,13.75085491,787.5384615,44.00954263
AU_0000480,322.4064325,2.099892592,17.08688027,1454.234564,234.2604587
AU_0000544,166.3686142,0.349575,17.68931638,673.4128205,9.020131925
AU_0000547,451.3585866,2.190325346,16.68636762,755.2601026,238.3927338
AU_0000549,258.1630441,1.571149698,16.76410237,798.085641,256.7953327
AU_0000551,453.8258541,1.723491831,16.4647844,765.9746492,14300.22049
AU_0000553,260.3847071,1.571151078,16.76410237,815.9221368,253.7732491
AU_0000554,429.1608654,1.676336603,16.39317351,778.4256281,16183.22665
AU_0000555,243.2567107,1.193920304,17.40495158,897.1440335,1066.002291
AU_0000557,574.9088639,4.189042592,17.24358965,1318.454701,61.81925715
AU_0000581,43.35432307,0.268718,17.40128238,846.8641026,9.767463549
AU_0000582,62.12164807,0.240014017,17.40128238,862.008547,42.2745336
AU_0000585,978.5664469,0.906187,14.58739334,806.6641026,15.52431705
AU_0000593,58.88583374,0.385942325,17.40128238,897.9948718,34.77496684
AU_0000595,78.29716284,0.517035747,16.34850443,945.2665064,97.79000108
AU_0000596,91.80302938,0.530569822,16.34850451,974.7508547,50.9917948
AU_0000597,45.89234559,0.388138682,17.40128238,878.8055556,35.11635377
AU_0000614,326.1273303,2.878218243,13.93071595,865.6381197,165.8290713
AU_0000616,496.8985778,4.701524278,13.20940182,760.8391026,120.9870154
AU_0000675,1237.471003,1.975265417,10.6529596,948.18975,3092.848712
AU_0000698,1092.193069,2.173137665,10.99978628,902.7679487,30.21694497
AU_0000699,686.7655762,2.722772572,11.91965834,721.4465201,180.379292
AU_0000718,73.32785416,0.18715,12.93995735,616.7282051,2.525688452
AU_0000735,707.34781,3.089622647,12.40038463,1004.064802,1137.64793
AU_0000769,325.2933981,2.215990384,13.83084038,961.5647863,134.1795532
AU_0000789,245.2465242,1.560126787,13.8811961,805.2955128,120.850166
AU_0000790,244.5665588,1.04102,13.99102573,1096.065385,17.69412237
AU_0000825,647.0579427,1.51996,13.25897452,856.2205128,16.82100682
AU_0000833,527.6627287,1.02729522,13.25897447,804.798547,315.5535983
AU_0000848,480.7800964,0.431961,13.3835471,721.7192308,13.03126256
AU_0000905,204.6445958,0.815846859,13.54662421,869.2135733,884.3751256
AU_0000946,436.6855392,1.82261,13.26303418,1618.733333,25.35357201
AU_0000959,205.0830913,0.614825164,13.42058409,933.5606838,48.83441403
AU_0000962,107.7771301,0.386741485,14.38675184,605.8094017,254.2694935
AU_0001019,308.4779352,1.882234966,11.06159203,614.2986645,531.294209
AU_0001020,323.4975203,3.212647833,11.40042735,671.35,102.9215651
AU_0001055,1075.470109,3.358008335,11.12713682,924.732906,120.8285964
AU_0001056,652.7782075,2.757873783,13.06517105,1012.364692,791.2645244
AU_0001057,742.7017196,2.814298831,12.42966789,1039.257622,976.7422825
AU_0001058,943.4329247,3.534177925,11.35252867,1117.309936,212.675231
AU_0001070,1305.107684,5.194984595,11.42307707,1358.278526,108.2953484
AU_0001093,1027.181389,4.787057056,11.63938327,1178.629915,126.9732167
AU_0001113,769.7283842,1.592963755,14.18312002,1269.510256,38.65082293
AU_0001169,216.1342667,0.546523154,14.04206853,591.4226496,212.9017534
AU_0001215,424.9874279,0.73986827,13.4234749,709.3988166,2051.050228
AU_0001223,103.1208967,0.04263274,16.00320535,427.2990385,49.14086358
AU_0001236,98.85352749,0.0348414,16.00320535,407.1397436,25.71007997
AU_0001278,95.72882516,0.035447074,15.80946235,383.5791209,620.6520198
AU_0001281,152.338094,0.22102653,15.24594456,438.4071538,1279.703587
AU_0001287,98.34716915,0.1224012,15.81487176,372.0109402,274.7667183
AU_0001305,318.934045,1.075794468,13.37910249,617.8988462,689.1345027
AU_0001333,93.71452904,0.0421088,16.50726516,398.3666667,10.41677655
AU_0001335,104.8568822,0.02004498,16.54700837,414.5177013,829.8488656
AU_0001338,97.92634333,0.031232948,16.5793805,403.533641,312.5889247
AU_0001339,73.02000047,0.012205914,16.89196261,334.8141709,1007.722844
AU_0001342,449.5545281,1.734356841,13.88762391,783.348238,54203.59617
AU_0001352,92.21287478,0.052247012,16.53397477,403.1735043,73.00511677
AU_0001353,95.67430687,0.107527,16.5873932,403.5615385,7.798032698
AU_0001430,118.1693716,0.025625221,16.96367501,391.2614469,146.2880009
AU_0001449,121.6359,0.024210294,17.04209426,403.0475358,1028.520012
AU_0001450,209.7783889,0.397064557,16.00933112,540.1201741,7198.513869
AU_0001487,905.6000732,1.98633717,11.14145318,716.292094,73.70404927
AU_0001488,618.1677749,1.093101442,12.92222253,658.591453,47.61384905
AU_0001490,977.6286546,1.791130499,11.30445505,775.3974556,9279.408059
AU_0001491,633.3885498,0.913366,12.92222253,712.1538462,21.59136008
AU_0001494,763.5416702,1.169660432,12.9222226,680.0569801,81.1878725
AU_0001509,570.7680572,0.977686581,15.0056391,664.0766239,21764.68832
AU_0001514,672.9263997,1.011545338,14.76186911,748.1782793,2530.245306
AU_0001515,576.3716417,0.98801625,14.79819777,687.4774367,21392.20455
AU_0001521,199.0849652,0.408330843,17.15155738,426.9991941,2204.517957
AU_0001537,103.3733316,0.023450685,17.82859396,332.0718864,315.1282485
AU_0001558,39.80492946,0.207409732,17.34059842,242.7805861,397.7592724
AU_0001568,323.0560568,0.757324756,15.6155363,561.8838731,245887.1177
AU_0001575,48.71042198,0.056807658,16.95854686,291.8088141,137.2283927
AU_0001586,214.9269636,0.631722187,14.74242756,473.72818,7436.553391
AU_0001596,236.2078529,0.715284235,14.34637346,520.6812919,6244.128013
AU_0001600,295.756432,0.932269055,13.58739327,621.759707,562.1456646
AU_0001601,242.0214604,0.741552137,14.19231168,542.1713762,5925.590781
AU_0001604,178.2763011,0.201158578,14.92036335,466.670584,825.264995
AU_0001628,743.2994898,0.905608694,15.8593861,787.0472426,6301.719877
AU_0001635,554.8717076,0.90511463,17.98715528,669.8470018,21788.97047
AU_0001636,455.4666173,0.65762701,18.39900843,642.4807729,31596.88213
AU_0001637,437.662769,0.624354897,18.8443513,618.1474167,33629.68573
AU_0001638,209.6207181,0.092284345,19.91997954,560.6263946,4320.385512
AU_0001640,721.5451864,0.898123788,16.15756742,774.6464256,6664.672239
AU_0001647,566.2911153,0.929997421,17.62577262,690.5618276,21096.83572
AU_0001685,668.7328329,1.112607677,16.46738153,729.4414676,12444.47086
AU_0001694,170.6404203,0.030323779,20.04797334,527.7851445,1292.555079
AU_0001696,233.3929299,0.210725433,19.41905349,582.3420898,1395.445748
AU_0001703,665.7501333,1.110919387,16.72323897,719.4447828,12523.20005
AU_0001704,659.0052877,1.103158379,17.07701947,703.5234393,12727.16801
AU_0001705,187.5798818,0.036181065,20.01089795,551.9654915,188.0837909
AU_0001706,639.7106792,1.061835782,17.28915508,689.5282486,13262.08845
AU_0001718,735.6972582,2.098666715,15.36288829,802.6053167,3091.96013
AU_0001740,751.7392404,1.567075131,16.04252157,755.5455586,553.8455
AU_0001759,882.1207195,2.91848109,15.04373245,877.2234188,291.1147
AU_0001760,222.1877346,0.141308736,18.79343742,601.0893162,277.5561
AU_0001762,501.7183809,0.946253902,16.55870729,679.1445317,558.8609
AU_0001763,659.2620358,2.594469529,16.17222206,758.8209936,169.0923
AU_0001764,183.0896135,0.037269732,19.07393157,566.3294872,139.8163
AU_0001797,193.8014819,0.038184,19.18354724,478.1096154,31.09582
AU_0001798,193.8014819,0.0356836,19.18354724,478.1096154,32.00564
AU_0001810,529.6504959,0.859064178,16.87279195,650.461742,584.951
AU_0001817,579.3034539,0.986345361,16.31409359,658.8277706,28931.27
AU_0001823,572.1938933,0.975603,16.74746946,632.6572626,29575.47
AU_0001828,563.6846596,0.958910282,16.98149642,623.6986468,30289.98
AU_0001833,154.3809097,0.028967921,19.3952043,414.5720085,256.7014
AU_0001835,668.9567117,1.327910067,15.26506368,746.934359,2026.437
AU_0001836,567.0068293,0.964395473,16.83163706,629.2695938,29996.94
AU_0001838,151.4657068,0.027333469,19.46350508,430.9904274,150.0667
AU_0001839,233.23213,0.171834773,18.77401988,456.0006842,25154.85
AU_0001841,166.9864216,0.0417094,19.67286335,446.0371795,23.34936
AU_0001899,542.5606753,0.837803737,18.007372,701.6225427,150.4997
AU_0001910,506.7154353,0.734241733,17.98632534,661.7029762,586.1246
AU_0001911,589.3660209,1.028366779,16.98144341,717.7664826,2718.94
AU_0001926,340.0797809,0.209828086,21.31445205,411.9849991,24468.93
AU_0001947,322.9334817,0.380998874,18.81338716,573.5708517,390743.1
AU_0001955,315.8946151,0.360763397,19.04195419,538.2634254,431960.9
AU_0001972,98.89650726,0.566924,17.02200875,434.2141026,18.27889
AU_0001973,140.472675,0.257982904,16.92406547,506.6700855,350.9373
AU_0001994,103.0720885,0.30076065,15.70683751,683.6930256,156.4068
AU_0002010,156.533155,0.836145058,15.81730799,808.5542735,78.03815
AU_0002022,46.63432862,0.355405748,15.81730794,881.2012821,36.94795
AU_0002023,118.4086417,1.220016271,15.81730794,993.9367521,63.75197
AU_0002079,200.864528,0.497864145,15.89115385,1034.338547,345.5358
AU_0002125,316.0664104,0.32863533,16.36883007,357.1357129,5847.06
AU_0002126,76.10417046,0.425991645,16.75731857,951.8975427,187.8947
AU_0002127,75.07285289,0.323946539,16.70448773,1017.042949,56.4427
AU_0002173,9.775048733,0.222247,16.91581215,732.1205128,6.761569
AU_0002240,118.2146285,0.662180833,16.50714615,843.1860348,536.1326
AU_0002246,18.56014838,0.180237,16.72585509,794.6641026,18.40733
AU_0002247,255.3411402,0.480976459,15.99365579,724.68125,2989.603
AU_0002338,29.68679168,0.090364815,17.68717961,877.1185897,103.2146
AU_0002340,300.5945174,0.583046723,16.34289279,631.0031351,7068.087
AU_0002348,291.1237816,0.48082006,16.28568378,909.2397436,44.4798
AU_0002401,297.3223743,0.516269901,17.06467721,502.670217,1998.127
AU_0002453,339.4668766,0.391458514,17.93943151,367.1748068,94880.32
AU_0002456,173.9242721,0.819002057,17.52662933,915.4647198,294.6954
AU_0002458,339.6408732,0.391387882,17.93943151,367.1748068,94868.87
AU_0002521,255.633565,0.166139694,22.88244277,190.4218367,10222.71
AU_0002531,483.7976421,0.238744226,23.19849244,235.2810339,34762.45
AU_0002542,154.2739397,0.279174468,25.24332472,331.5684149,2222.476
AU_0002551,699.382731,0.752093744,24.29574966,372.6775641,1483.437
AU_0002552,507.8342225,0.46261433,25.25791931,323.7683036,47794.38
AU_0002581,280.5274337,0.468093656,26.96999237,692.2296717,79018.11
AU_0002586,371.9844346,0.485831045,26.92639825,599.3999768,12421.99
AU_0002621,180.0195315,1.49824761,27.79357191,870.8038889,852.6742
AU_0002668,328.6744439,0.423995367,25.0785787,427.4214947,5940.009
AU_0002686,110.4727394,0.083485258,26.8502881,901.8438481,6340.052
AU_0002720,50.58209076,0.123004,17.33012855,253.2012821,13.93495
AU_0002721,205.0833981,0.309680391,19.36577552,349.1290526,384281.6
AU_0002722,204.662417,0.309404005,19.37879993,344.7532323,385815.2
AU_0002753,205.6047954,0.309871469,19.34176161,356.2470418,382809.9
AU_0002755,268.7905318,1.206495205,15.67692321,522.2410256,202.4912
AU_0002793,417.4663512,0.904187298,15.62158144,826.4370513,215.5462
AU_0002823,405.8465495,0.720911847,16.07907977,457.3110806,799.6306
AU_0002826,370.8053281,0.893199598,15.80353847,521.1823932,291.8035
AU_0002881,153.2197521,1.057140003,27.74396358,927.7869872,899.0095
BR_0000001,2138.960772,6.014553474,18.8634155,1405.959684,114366.7
BR_0000008,1286.53,2.71,21.67,2008.09,874000
BR_0000009,151.05,0.17,26.51,2460.91,16500
BR_0000011,135.62,0.16,26.43,2571.52,61400
BR_0000014,141.38,0.2,26.23,2543.63,36900
BR_0000015,1134.87,2.37,22,2058.83,1010000
BR_0000016,234.42,0.42,26.07,3037.15,106000
BR_0000018,1033.27,2.19,22.39,2111.62,1130000
BR_0000024,115.33,0.15,26.3,2610.95,64400
BR_0000025,309.16,0.25,25.2,1623.69,7690
BR_0000027,275.5973244,0.213156625,25.51668818,1686.984246,22316.15
BR_0000028,281.63,0.36,25.91,2138.7,1030
BR_0000030,255.35,0.21,25.6,1799.05,37800
BR_0000031,233.2966563,0.18675359,25.7770621,1862.74194,3439.883
BR_0000032,237.94,0.19,25.65,1864.68,56100
BR_0000033,256.4564586,0.223302245,25.97499745,1880.523411,2053.169
BR_0000035,223.19,0.19,25.77,1986.13,77300
BR_0000040,244.6,0.23,25.73,1957.36,49700
BR_0000041,222.01,0.2,25.74,2058.83,144000
BR_0000042,207.81,0.19,25.98,2210.15,164000
BR_0000044,259.76,0.56,25.9,2998.09,249000
BR_0000050,728.69,1.5,23.75,2204.92,1780000
BR_0000059,257.6,0.23,25.45,1874.26,63100
BR_0000061,285.76,0.23,25.22,1699.06,7020
BR_0000062,277.08,0.25,25.3,1696.37,8270
BR_0000065,236.37,0.25,25.64,1723.37,23500
BR_0000068,235.83,0.23,25.62,1865.73,105000
BR_0000071,210.05,0.22,25.74,1994.48,154000
BR_0000076,143.1043265,0.180782299,26.49929702,1925.291851,17266.33
BR_0000079,174.2,0.18,26.04,2061.64,236000
BR_0000086,614.07,1.28,24.15,2188.67,2200000
BR_0000087,219.07,0.5,26.46,3124.61,74300
BR_0000088,152.14,0.19,26.7,3370.97,4600
BR_0000089,147.84,0.2,26.7,3411.87,23600
BR_0000090,181.61,0.35,26.45,3113.73,124000
BR_0000091,202.15,0.22,26.19,2942.3,40200
BR_0000092,193.6,0.21,26.24,3011.98,44300
BR_0000093,156.63,0.12,26.06,3255.15,1970
BR_0000096,174.9,0.29,26.36,2977.25,194000
BR_0000097,95.26,0.13,26.14,3263.84,13100
BR_0000099,151.46,0.36,26.38,2962.68,293000
BR_0000102,199.87,1.45,26.09,2521.81,6800
BR_0000103,194.1,0.96,26.18,2274.65,16900
BR_0000109,476.22,1.12,25.08,2535.63,36900
BR_0000111,406.36,1.01,25.23,2442.35,50200
BR_0000112,184.06,0.55,27.16,1795.37,9860
BR_0000118,754.26,2.01,23.2,2002.57,5780
BR_0000123,381.5,0.88,25.78,2389.37,12200
BR_0000124,290.48,0.7,26.04,2276.59,19800
BR_0000125,339.56,0.92,25.08,2306.52,126000
BR_0000130,499.47,1.06,24.34,2227.18,2930000
BR_0000132,90.11,0.31,27.73,2373.67,976
BR_0000133,473.76,0.8,25.52,1527.04,2990
BR_0000136,338.72,0.67,25.75,1465.03,54400
BR_0000137,281.77,0.53,25.72,1408.6,110000
BR_0000141,844.6214006,3.371625388,22.02153582,1954.754946,7724.24
BR_0000142,1334.507823,2.609536823,19.93318049,1284.118447,153310.6
BR_0000143,943.63,1.69,21.24,1323.61,227000
BR_0000150,2152.84,6.19,16.68,1256.37,70000
BR_0000153,1104.07,2.78,17.71,1426.11,244000
BR_0000155,990.4,2.5,18.43,1461.17,281000
BR_0000158,657.87,1.36,21.19,1313.12,921000
BR_0000160,192.3847539,0.290278652,26.46836697,1684.509869,6887.94
BR_0000165,629.96,1.32,21.61,1377.14,976000
BR_0000166,223.39,0.59,26.14,1947.13,8140
BR_0000167,163.76,0.3,26.3,2099.72,988
BR_0000177,144.16,0.3,26.32,2095.54,12700
BR_0000179,381.32,0.51,25.55,1720.44,4360
BR_0000180,345.9480059,0.498888061,25.66383367,1702.986665,6145.919
BR_0000184,319.65,0.51,25.82,1633.9,10100
BR_0000186,281.32,0.42,26,1704,32800
BR_0000187,236.95,0.48,26.15,1868.92,3960
BR_0000193,234.5,0.4,26.15,1908.54,60200
BR_0000195,585.54,1.17,22.07,1458.04,1090000
BR_0000197,71.59825187,0.025912829,26.65294906,2163.469814,883.3867
BR_0000200,559.29,1.14,22.63,1580.43,1150000
BR_0000201,326.02,0.52,26.08,1866.2,15200
BR_0000204,187.6,0.41,26.31,2003.81,70100
BR_0000212,151.04,0.44,26.63,2102.92,12700
BR_0000225,243.2274886,0.454973803,26.95425376,2173.814932,38988.68
BR_0000228,227.3840023,0.465828154,26.96490708,2177.830469,51803.9
BR_0000229,241.254932,0.626152801,27.07985878,2155.510744,21582.92
BR_0000244,468.3,1,23.99,2012.68,4670000
BR_0000246,340.9,0.5,26.55,2313.16,19800
BR_0000247,624.6579695,0.616063756,24.89174378,1736.163744,4378.244
BR_0000252,477.54,0.53,25.49,1806.2,55900
BR_0000253,385.63,0.38,25.67,1958.17,24700
BR_0000257,370.71,0.4,25.8,1948.12,37100
BR_0000262,471.27,0.53,24.61,1784.15,10800
BR_0000266,408.43,0.35,25.56,1842.12,40700
BR_0000267,386.04,0.38,25.63,1887.88,52200
BR_0000270,442.96,0.65,25.34,2231.18,1010
BR_0000279,256.2847607,0.476722862,26.0796098,2237.708527,6175.106
BR_0000284,273.5406013,0.463939638,25.97038029,2217.27753,37686.32
BR_0000285,269.1647271,0.467728557,26.12459295,2273.486169,40511.1
BR_0000289,154.79,0.54,26.81,1823.45,16200
BR_0000291,336.82,0.7,26.53,2194.55,12400
BR_0000293,370.65,0.35,26.4,2021.65,7230
BR_0000309,341.55,0.46,25.95,1862.74,255000
BR_0000311,332.87,0.49,25.99,1870.08,281000
BR_0000316,280.35,0.41,25.95,2162.81,35600
BR_0000319,304.29,0.43,26.15,1876.82,448000
BR_0000325,221.54,0.68,26.67,2420.6,4470
BR_0000326,252.66,0.55,26.46,2297.29,51500
BR_0000327,150.2845475,0.61744181,26.46887456,2510.951092,684.0345
BR_0000340,837.3,1.2,23.41,1440.12,11200
BR_0000343,816.52,1.22,24.12,1609.14,1970
BR_0000346,726.8,0.85,25.38,1624.31,3700
BR_0000347,728.31,0.89,24.88,1589.58,10600
BR_0000350,705.06,0.93,25.13,1550.33,18400
BR_0000351,735.65,1.06,24.23,1502.85,34600
BR_0000352,869.3891249,2.006412946,23.69893187,1458.09011,1605.115
BR_0000353,787.12,1.78,24.17,1451.84,2910
BR_0000355,1010.39,1.33,24.16,1464.8,4680
BR_0000356,822.16,1.69,24.63,1520.44,878
BR_0000357,730.68,1.23,24.92,1491.22,57400
BR_0000358,730.68,1.23,24.92,1491.22,57400
BR_0000360,658.19,1.51,24.38,1336.69,7210
BR_0000362,773.16,0.81,24.7,1280.04,3760
BR_0000363,656.71,1.17,24.73,1353.75,22600
BR_0000366,621.48,0.94,25.72,1317.18,2840
BR_0000368,649.46,1.23,24.96,1353.53,29600
BR_0000370,616.83,1.26,25.05,1370.83,40200
BR_0000371,669.59,1.87,25.38,1338,1040
BR_0000372,541.8,0.94,25.99,1365,12400
BR_0000373,499.56,0.84,26.2,1365.51,17700
BR_0000375,639.67,1.19,25.55,1438.52,126000
BR_0000376,634.62,1.19,25.55,1438.52,128000
BR_0000377,391.25,0.66,26.46,1501.48,8720
BR_0000379,357.54,0.51,26.72,1516.56,13900
BR_0000380,580.49,0.98,26.03,1330.51,1780
BR_0000382,406.14,0.68,26.63,1406.16,14500
BR_0000385,546.12,1.02,25.96,1447.5,185000
BR_0000387,464.37,0.68,26.46,1275.71,18000
BR_0000389,419.22,0.73,27.03,1401.75,12100
BR_0000391,404.54,0.62,26.77,1345.05,44100
BR_0000392,506.21,0.89,26.13,1459.19,242000
BR_0000396,387.23,0.53,26.83,1207.06,3120
BR_0000397,327.47,0.54,26.96,1344.55,4100
BR_0000399,479.55,0.84,26.26,1473.35,275000
BR_0000403,463.51,0.82,26.36,1478.78,297000
BR_0000406,771.74,0.77,23.53,1606.86,2080
BR_0000411,765.52,0.65,23.58,1604.3,4460
BR_0000415,635.12,0.85,24,1590.23,18400
BR_0000426,641.63,0.87,25.31,1615.22,2060
BR_0000433,457.39,0.83,26.3,1601.74,5310
BR_0000435,516.94,0.79,24.85,1595.18,76300
BR_0000437,481.38,0.71,25.08,1589.28,92300
BR_0000446,610.91,0.46,23.64,1744.92,17700
BR_0000449,478.05,0.53,24.38,1679.86,41100
BR_0000451,416.84,0.54,25.45,1612.34,194000
BR_0000454,240.5251169,0.252026969,27.37744141,1547.094628,6481.835
BR_0000455,266.78,0.3,27.31,1538.42,6610
BR_0000464,339.17,0.44,25.77,1703.98,332000
BR_0000466,236.41,0.43,27.07,1765.58,1150
BR_0000467,251.73,0.55,27.02,1727.26,1580
BR_0000470,324.9,0.44,25.86,1731.28,377000
BR_0000473,321.24,0.43,25.89,1727.82,388000
BR_0000474,376.36,0.61,25.91,1650.87,703000
BR_0000477,368.68,0.61,25.91,1650.87,746000
BR_0000479,362.46,0.58,26,1664.06,764000
BR_0000481,91.41,0.28,25.71,2725.03,3330
BR_0000482,64.97,0.28,25.7,2882.37,514
BR_0000484,81.86,0.24,25.96,2733,296
BR_0000485,77.6,0.25,26.8,2413.95,1810
BR_0000486,148.77,0.25,26.19,2474.8,10600
BR_0000489,174.07,0.37,26.26,2409.71,10800
BR_0000492,75.53,0.2,27.28,2334.4,3440
BR_0000494,71.41,0.22,27.28,2370.03,5220
BR_0000497,149.39,0.42,27.54,1964.89,25900
BR_0000498,134.44,0.41,27.51,2052.93,32200
BR_0000503,75.99,0.2,27.33,2324.03,1800
BR_0000505,66.54,0.2,27.32,2350.02,2630
BR_0000507,120.02,0.48,27.43,2067.5,4690
BR_0000510,134.21,0.4,27.27,1834.82,32900
BR_0000512,64.02,0.2,27.37,2016.27,3870
BR_0000513,51.56,0.19,27.52,2371.17,724
BR_0000514,263.73,0.59,26.94,1294.74,5480
BR_0000517,222.31,0.71,27.16,1252.07,5930
BR_0000518,192.72,0.59,27.2,1400.14,35400
BR_0000519,336.24,0.68,26.51,1176.88,3730
BR_0000522,288.1,0.64,26.7,1074.64,3000
BR_0000525,270.73,0.56,26.72,1129.82,13200
BR_0000526,257.21,0.52,26.77,1136,15400
BR_0000527,212.12,0.5,27.32,1082.92,1320
BR_0000530,219.94,0.5,26.99,1202.11,24000
BR_0000531,212.09,0.5,27.06,1224.39,25200
BR_0000532,210.44,0.48,27.07,1232.14,25500
BR_0000534,306.96,0.53,26.54,1215.32,4510
BR_0000535,242.6,0.52,26.68,1181.37,3590
BR_0000540,208.87,0.51,27.03,1264.13,20300
BR_0000542,389.67,0.9,26.67,1218.67,6060
BR_0000544,377.88,0.78,26.61,1190.75,5750
BR_0000545,356.72,0.74,26.77,1196.65,6890
BR_0000546,362.82,0.84,26.76,1187.45,15000
BR_0000548,278,0.68,27.41,1173.38,5320
BR_0000549,305,0.71,27.14,1155.85,27300
BR_0000550,279.34,0.66,27.27,1194.34,32700
BR_0000551,120.78,0.29,27.71,1340.27,5560
BR_0000552,236.04,0.57,27.41,1272.63,43800
